region_id,centroid_x,centroid_y,Coal Deposits,Evaporites Deposits,Glacial Deposits,Elevation,Sqrt Elevation,Dist to Shore,Sqrt Dist,Sin Angle Shore,Cos Angle Shore
312,57.32,127.47,1.0,0.0,0.0,200.00,14.14,778.16,27.90,1.00,-0.10
313,-11.81,129.98,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.00,1.00
314,-1.30,129.98,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.35,-0.93
315,3.91,129.98,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-1.00,-0.05
316,6.53,129.98,1.0,0.0,0.0,343.77,18.54,120.83,10.99,-0.90,0.44
317,9.16,129.98,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.01,1.00
318,34.64,129.98,1.0,0.0,0.0,0.00,0.00,71.03,8.43,0.02,-1.00
319,37.87,129.98,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.99,-0.16
320,44.82,129.98,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.50,-0.87
321,48.63,129.98,1.0,0.0,0.0,389.19,19.73,288.91,17.00,0.79,-0.61
322,52.75,129.98,1.0,0.0,0.0,200.00,14.14,617.22,24.84,1.00,-0.07
323,69.02,129.98,1.0,0.0,0.0,356.47,18.88,768.86,27.73,0.76,-0.65
324,3.91,132.49,1.0,0.0,0.0,0.00,0.00,115.20,10.73,-0.48,-0.88
325,6.53,132.49,1.0,0.0,0.0,407.63,20.19,76.68,8.76,0.73,0.69
326,37.87,132.49,1.0,0.0,0.0,200.00,14.14,132.70,11.52,-0.32,0.95
327,48.63,132.49,1.0,0.0,0.0,884.52,29.74,185.00,13.60,0.21,-0.98
328,-34.64,135.00,0.0,1.0,0.0,200.00,14.14,318.77,17.85,-0.56,-0.83
329,-28.52,135.00,1.0,0.0,0.0,200.00,14.14,861.91,29.36,-0.53,-0.85
330,-19.94,135.00,1.0,0.0,0.0,200.00,14.14,233.73,15.29,0.90,0.44
331,37.87,135.00,1.0,0.0,0.0,200.00,14.14,96.89,9.84,-0.00,-1.00
332,69.02,135.00,1.0,0.0,0.0,204.08,14.29,637.56,25.25,0.53,-0.85
333,-37.87,137.51,1.0,0.0,0.0,200.00,14.14,132.42,11.51,0.32,-0.95
334,6.53,137.51,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.98,-0.19
335,41.25,137.51,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.46,0.89
336,48.63,137.51,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.93,-0.36
